"","old score","sentence1","sentence2","label","score"
"1215","4.9","فرد در حال پوست گرفتن پیاز است","شخصی در حال پوست گرفتن پیاز است","4","5"
"1216","4.3","فرد در حال بریدن پیاز است","فرد در حال پوست گرفتن پیاز است","4","4"
"1217","4","فرد در حال بریدن پیاز است","شخصی در حال پوست گرفتن پیاز است","4","4"
"1218","4.1","چندین شناگر با عجله وارد آب می شوند","چندین شناگر در حال پریدن به داخل آب هستند","4","4"
"1219","3.4","برخی از روروک مخصوص بچه ها در دریاچه شنا می کنند","چندین شناگر در حال پریدن به داخل آب هستند","5","3"
"1220","3.5","چندین شناگر با عجله وارد آب می شوند","شناگران در دریاچه ای در حال مسابقه هستند","4","4"
"1221","3.5","چندین شناگر در حال پریدن به داخل آب هستند","شناگران در دریاچه ای در حال مسابقه هستند","4","4"
"1222","3.9","مردی دارد گیتار را زمین می اندازد","مردی در حال نواختن گیتار است","0","4"
"1223","4.7","یک زن در حال نواختن گیتار است","یک گیتار توسط یک زن نواخته می شود","5","5"
"1224","3.4","هیچ زنی گیتار نمی زند","مردی در حال نواختن گیتار است","5","3"
"1225","2.7","مردی دارد گیتار را زمین می اندازد","یک زن در حال نواختن گیتار است","5","3"
"1226","4.2","پسری به تقویم نگاه می کند","پسری به تقویم خیره شده است","0","4"
"1227","3.6","پسری به تقویم نگاه می کند","پسری وجود ندارد که به تقویم نگاه کند","0","4"
"1228","5","پسر در حال مطالعه تقویم است","پسری در حال مطالعه تقویم است","0","5"
"1229","3.3","پسری تقویم را خرد می کند","پسری در حال مطالعه تقویم است","0","3"
"1230","3.2","پسری به تقویم نگاه می کند","پسری تقویم را خرد می کند","0","3"
"1231","4.8","پسری در حال مطالعه تقویم است","پسری به تقویم خیره شده است","0","5"
"1232","4.5","پسری به تقویم نگاه می کند","پسری در حال مطالعه تقویم است","0","5"
"1233","4.5","شخصی احمقانه گربه ای را به سقف می اندازد","شخصی در حال پرتاب گربه به سقف است","4","5"
"1234","4.9","شخصی در حال پرتاب گربه به سقف است","یک گربه توسط شخصی به سقف پرتاب می شود","5","5"
"1235","2.7","شخصی در حال پرتاب گربه به سقف است","شخصی گربه را از سقف پایین می آورد","4","3"
"1236","4.4","شخصی احمقانه گربه ای را به سقف می اندازد","شخصی در حال پرتاب گربه به سقف است","4","4"
"1237","3.4","شخصی وجود ندارد که گربه ای را به سقف بیندازد","شخصی در حال پرتاب گربه به سقف است","4","3"
"1238","4.4","زن در حال گرفتن و نگه داشتن کانگوروی بچه است","زن در حال گرفتن و نگه داشتن کانگوروی نوزاد است","1","4"
"1239","4.7","زن در حال گرفتن و نگه داشتن کانگوروی نوزاد است","خانمی کانگورویی را که کودک است در دست گرفته و در آغوش گرفته است","1","5"
"1240","4.5","زنی با ظرافت در حال رقص روی صحنه است","زنی در حال رقص روی صحنه است","1","5"
"1241","4.6","زنی در حال شستن کدو سبز با برس مخصوص سبزیجات است","شخصی در حال مالیدن یک کدو سبز است","5","5"
"1242","3.9","شخصی در حال مالیدن یک کدو سبز است","زنی در حال خوردن کدو سبز و سبزیجات و مسواک زدن با برس است","5","4"
"1243","2.7","شخصی در حال بسته بندی یک کدو سبز است","یک زن در حال شستن کدو سبز با برس سبزیجات است","5","3"
"1244","4.7","یک زن در حال شستن کدو سبز با برس سبزیجات است","شخصی در حال مالیدن یک کدو سبز است","5","5"
"1245","5","یک مرد کلاه دار در حال نواختن چنگ است","مردی با کلاه در حال نواختن چنگ است","0","5"
"1246","4.3","مردی در حال نواختن گیتار است","مردی در حال نواختن ساز است","0","4"
"1247","3","مردی دارد گیتار را دور می اندازد","مردی در حال نواختن گیتار است","0","3"
"1248","2.3","مردی دارد گیتار را دور می اندازد","مردی با کلاه در حال نواختن چنگ است","0","2"
"1249","2.9","هیچ مردی روی کلاه چنگ بازی نمی کند","مردی در حال نواختن گیتار است","0","3"
"1250","4.3","یک زن متمرکز در حال نواختن فلوت است","خانمی فلوت می زند","1","4"
"1251","5","زن فلوت می زند","زنی در حال نواختن فلوت است","1","5"
"1252","3.5","زن در حال کنار گذاشتن فلوت است","زنی در حال نواختن فلوت است","1","4"
"1253","4.9","خانمی فلوت می زند","زن فلوت می زند","1","5"
"1254","3.7","زن در حال کنار گذاشتن فلوت است","خانمی فلوت می زند","1","4"
"1255","4.9","زنی در حال نواختن فلوت است","خانمی فلوت می زند","1","5"
"1256","3.6","یک گربه در حال نواختن پیانو است","گربه ای روی پیانو نشسته است","3","4"
"1257","3.3","یک گربه در حال نواختن پیانو است","آهنگ گربه ای با پیانو پخش می شود","5","3"
"1258","4.7","این مرد در امتداد مسیری از بیابان در حال قدم زدن است","این مرد در امتداد پیستی از میان بیابان در حال قدم زدن است","0","5"
"1259","3.8","این مرد در امتداد مسیری از بیابان در حال قدم زدن است","مرد در امتداد مسیری از بیابان قدم نمی زند","0","4"
"1260","3.3","مردی در حال قدم زدن در جاده ای است","این مرد در امتداد مسیری از بیابان در حال قدم زدن است","0","3"
"1261","3.1","مردی در حال رفتن به داخل آب است","مردی در حال بیرون آمدن از آب است","0","3"
"1262","3.8","مرد در حال فرو رفتن در باتلاق است","مردی از باتلاق بالا می رود","0","4"
"1263","3.9","مرد در حال برخاستن از باتلاق است","مردی در حال بیرون آمدن از آب است","0","4"
"1264","3.2","مرد در حال فرو رفتن در باتلاق است","مردی در حال بیرون آمدن از آب است","0","3"
"1265","3.6","مردی از باتلاق بالا می رود","یک نفر دارد از آب بیرون می آید","5","4"
"1266","2.9","مردی در حال رفتن به داخل آب است","مردی از باتلاق بالا می رود","0","3"
"1267","4","مردی به طور خطرناکی در سقف یک اتاق می رقصد","مردی وارونه روی سقف می رقصد","0","4"
"1268","2.4","مردی وارونه روی سقف می رقصد","مردی روی زمین بیکار است","0","2"
